"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-10","4.25","0.00","0.0","0.0","77","66","12.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-11","5.37","0.00","0.0","0.0","74","67","12.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-12","7.16","0.00","0.0","0.0","79","62","19.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-13","7.83","0.00","0.0","0.0","73","63","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-14","5.59","0.00","0.0","0.0","75","64","17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-15","8.28","0.00","0.0","0.0","75","64","21.9","25.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-16","8.05","0.00","0.0","0.0","75","62","18.1","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-17","7.61","0.00","0.0","0.0","76","63","19.9","23.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-18","7.38","0.00","0.0","0.0","73","63","16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-19","6.93","0.00","0.0","0.0","73","63","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-20","5.37","0.00","0.0","0.0","74","65","19.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-21","4.70","0.00","0.0","0.0","72","66","13.0","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-22","8.05","0.01","0.0","0.0","74","65","16.1","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-23","10.51","0.00","0.0","0.0","73","63","19.9","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-24","8.95","0.00","0.0","0.0","70","62","18.1","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-25","8.05","0.00","0.0","0.0","73","63","19.9","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-26","7.38","0.02","0.0","0.0","73","63","17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-27","8.28","0.00","0.0","0.0","70","63","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-28","6.93","0.00","0.0","0.0","71","63","15.0","21.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-29","8.28","0.00","0.0","0.0","72","63","17.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-30","9.62","0.00","0.0","0.0","72","63","18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-07-31","9.62","0.00","0.0","0.0","70","63","17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-01","6.49","0.00","0.0","0.0","70","62","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-02","6.93","0.00","0.0","0.0","73","63","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-03","7.16","0.00","0.0","0.0","74","63","17.0","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-04","7.61","0.00","0.0","0.0","71","61","16.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-05","7.38","0.00","0.0","0.0","72","61","16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-06","8.28","0.00","0.0","0.0","71","62","17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-07","7.16","0.00","0.0","0.0","71","62","15.0","16.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-08","8.95","0.00","0.0","0.0","71","62","17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-09","8.05","0.00","0.0","0.0","71","62","17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-10","7.61","0.00","0.0","0.0","72","62","16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-11","6.93","0.00","0.0","0.0","72","63","16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-12","6.71","0.00","0.0","0.0","73","62","17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-13","7.16","0.00","0.0","0.0","73","62","17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-14","5.82","0.00","0.0","0.0","73","64","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-15","6.26","0.00","0.0","0.0","73","64","14.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-16","7.38","0.00","0.0","0.0","73","63","15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-17","7.83","0.00","0.0","0.0","71","62","18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-18","5.59","0.00","0.0",,"72","62","14.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-19","6.26","0.00","0.0","0.0","73","64","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-20","8.72","0.00","0.0","0.0","71","62","17.0","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-21","9.40","0.00","0.0","0.0","73","63","21.0","28.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-22","7.38","0.00","0.0","0.0","77","64","19.9","28.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-23","6.49","0.00","0.0","0.0","77","62","21.9","25.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-24","6.93","0.00","0.0","0.0","69","60","16.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-25","6.71","0.00","0.0","0.0","70","57","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-26","6.93","0.00","0.0","0.0","78","62","17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-27","6.26","0.00","0.0","0.0","76","65","16.1","19.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-28","6.93","0.00","0.0","0.0","79","65","17.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-29","5.82","0.00","0.0","0.0","83","66","15.0","18.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-30","5.82","0.00","0.0","0.0","92","72","14.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-08-31","7.38","0.00","0.0","0.0","84","71","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-01","8.72","0.00","0.0","0.0","80","68","16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-02","7.61","0.00","0.0","0.0","77","66","15.0","18.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-03","6.71","0.00","0.0","0.0","82","69","17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-04","6.71","0.00","0.0","0.0","82","70","18.1","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-05","4.92","0.00","0.0","0.0","83","69","19.9","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-06","6.04","0.00","0.0","0.0","84","70","18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-07","7.38","0.00","0.0","0.0","82","67","19.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-08","7.61","0.00","0.0","0.0","72","63","14.1","18.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-09","7.61","0.00","0.0","0.0","69","62","16.1","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-10","6.71","0.00","0.0","0.0","72","62","16.1","21.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-11","7.83","0.00","0.0","0.0","73","64","17.0","23.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-12","6.49","0.00","0.0","0.0","74","63","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-13","5.59","0.00","0.0","0.0","74","63","14.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-14","6.49","0.00","0.0","0.0","74","66","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-15","6.26","0.00","0.0","0.0","77","65","21.0","23.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-16","7.61","0.00","0.0","0.0","77","64","19.9","23.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-17","4.92","0.00","0.0","0.0","74","62","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-18","6.93","0.00","0.0","0.0","74","64","15.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-19","5.82","0.00","0.0","0.0","73","63","16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-20","6.93","0.00","0.0","0.0","70","65","14.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-21","9.40","0.00","0.0","0.0","72","64","21.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-22","6.26","0.00","0.0","0.0","73","61","16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-23","6.04","0.00","0.0","0.0","81","61","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-24","6.49","0.00","0.0","0.0","79","63","16.1","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-25","8.72","0.00","0.0","0.0","76","59","17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-26","10.29","0.00","0.0","0.0","74","62","31.1","38.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-27","7.83","0.00","0.0","0.0","81","58","21.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-28","6.93","0.00","0.0","0.0","87","59","18.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-29","4.92","0.00","0.0","0.0","81","56","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-09-30","4.47","0.00","0.0","0.0","75","59","14.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-01","6.49","0.00","0.0","0.0","76","60","14.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-02","8.28","0.00","0.0","0.0","73","63","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-03","6.49","0.00","0.0","0.0","70","63","16.1","21.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-04","4.70","0.00","0.0","0.0","82","64","15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-05","4.70","0.00","0.0","0.0","91","59","15.0","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-06","6.26","0.00","0.0","0.0","91","62","18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-07","6.26","0.00","0.0","0.0","79","63","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-08","6.71","0.00","0.0","0.0","71","60","15.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-09","10.51","0.02","0.0","0.0","67","57","29.1","33.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-10","6.49","0.00","0.0","0.0","69","53","15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-11","6.93","0.00","0.0","0.0","69","55","21.0","28.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-12","5.37","0.00","0.0","0.0","71","58","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-13","5.14","0.00","0.0","0.0","69","59","14.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-14","5.37","0.00","0.0","0.0","72","57","16.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-15","5.82","0.00","0.0","0.0","86","57","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-16","5.82","0.00","0.0","0.0","86","63","16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-17","6.93","0.00","0.0","0.0","81","60","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-18","5.82","0.00","0.0","0.0","77","57","16.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-19","4.92","0.00","0.0","0.0","73","58","14.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-20","4.47","0.00","0.0","0.0","68","56","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-21","5.37","0.00","0.0","0.0","68","57","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-22","6.71","0.00","0.0","0.0","67","56","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-23","6.26","0.00","0.0","0.0","66","61","14.1","16.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-24","6.93","0.00","0.0","0.0","69","60","16.1","23.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-25","6.71","0.00","0.0","0.0","67","60","16.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-26","4.25","0.00","0.0","0.0","67","58","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-27","6.26","0.00","0.0","0.0","67","56","17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-28","12.53","0.00","0.0","0.0","66","58","21.9","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-29","6.49","0.00","0.0","0.0","65","54","17.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-30","6.04","0.00","0.0","0.0","67","52","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-10-31","6.26","0.00","0.0","0.0","77","52","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-01","5.82","0.00","0.0","0.0","80","54","15.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-02","5.37","0.00","0.0","0.0","80","59","17.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-03","6.93","0.00","0.0","0.0","69","60","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-04","6.93","0.00","0.0","0.0","67","60","15.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-05","4.92","0.00","0.0","0.0","73","52","14.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-06","6.71","0.00","0.0","0.0","80","53","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-07","6.71","0.00","0.0","0.0","85","58","14.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-08","5.82","0.00","0.0","0.0","76","54","10.1","14.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-09","5.82","0.00","0.0","0.0","71","57","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-10","5.82","0.00","0.0","0.0","81","56","28.0","32.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-11","5.82","0.00","0.0","0.0","72","54","17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-12","2.91","0.00","0.0","0.0","74","55","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-13","4.70","0.00","0.0","0.0","89","57","15.0","17.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-14","4.70","0.00","0.0","0.0","90","62","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-15","7.38","0.00","0.0","0.0","69","60","17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-16","4.03","0.00","0.0","0.0","67","58","13.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-17","5.59","0.00","0.0","0.0","67","54","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-18","7.16","0.00","0.0","0.0","65","55","19.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-19","7.16","0.00","0.0","0.0","64","58","14.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-20","4.92","0.12","0.0","0.0","65","59","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-21","6.93","0.26","0.0","0.0","63","57","17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-22","4.92","0.00","0.0","0.0","66","56","14.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-23","5.82","0.00","0.0","0.0","68","53","13.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-24","4.92","0.00","0.0","0.0","67","51","13.0","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-25","5.37","0.00","0.0","0.0","69","50","14.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-26","4.70","0.00","0.0","0.0","77","51","17.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-27","4.03","0.00","0.0","0.0","75","56","14.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-28","5.59","0.00","0.0","0.0","69","54","14.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-29","4.25","0.31","0.0","0.0","65","57","14.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-11-30","4.03","0.00","0.0","0.0","69","53","12.1","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-01","3.58","0.00","0.0","0.0","78","55","12.1","14.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-02","3.13","0.00","0.0","0.0","73","54","10.1","14.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-03","8.50","0.00","0.0","0.0","65","51","30.0","35.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-04","8.50","0.00","0.0","0.0","61","48","21.9","28.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-05","6.93","0.00","0.0","0.0","60","46","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-06","6.04","0.00","0.0","0.0","60","44","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-07","9.40","0.26",,"0.0","58","47","30.0","36.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-08","4.25","0.00","0.0","0.0","57","41","10.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-09","5.37","0.00","0.0","0.0","61","39","17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-10","6.93","0.00","0.0","0.0","67","41","14.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-11","5.37","0.00","0.0","0.0","73","44","13.0","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-12","5.59","0.00","0.0","0.0","65","48","13.0","16.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-13","4.47","0.00","0.0","0.0","63","46","12.1","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-14","2.91","0.00","0.0","0.0","70","45","10.1","14.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-15","4.92","0.00","0.0","0.0","80","47","12.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-16","5.14","0.00","0.0","0.0","85","58","16.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-17","4.47","0.00","0.0","0.0","77","58","17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-18","5.82","0.00","0.0","0.0","69","57","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-19","6.71","0.04","0.0","0.0","59","52","23.0","25.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-20","4.92","0.00","0.0","0.0","64","45","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-21","4.25","0.00","0.0","0.0","63","47","10.1","14.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-22","4.47","0.00","0.0","0.0","66","47","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-23","3.80","0.00","0.0","0.0","73","48","12.1","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-24","4.70","0.00","0.0","0.0","78","53","14.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-25","2.68","0.00","0.0","0.0","81","50","10.1","14.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2013-12-26","2.91","0.00","0.0","0.0","80","50","10.1","15.0",,,,,,,,,,,
