"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT11","WT13","WT14","WT16"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-04","8.72","0.00","0.0","0.0","75","60","16.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-05","10.74","0.00","0.0","0.0","74","62","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-06","12.97","0.00","0.0","0.0","77","60","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-07","11.41","0.00","0.0","0.0","70","60","25.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-08","11.18","0.00","0.0","0.0","74","60","21.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-09","13.87","0.00","0.0","0.0","70","59","25.1","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-10","7.61","0.00","0.0","0.0","77","60","18.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-11","8.05","0.00","0.0","0.0","79","61","19.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-12","10.74","0.00","0.0","0.0","77","62","21.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-13","12.75","0.00","0.0","0.0","77","61","28.0","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-14","11.63","0.00","0.0","0.0","74","60","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-15","10.74","0.00","0.0",,"74","60","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-16","10.74","0.00","0.0","0.0","73","59","25.1","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-17","11.63","0.00","0.0","0.0","72","57","28.0","42.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-18","11.18","0.00","0.0","0.0","70","60","23.9","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-19","6.93","0.00","0.0","0.0","75","60","17.0","25.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-20","9.17","0.00","0.0","0.0","73","62","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-21","10.29","0.00","0.0","0.0","74","61","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-22","8.50","0.00","0.0","0.0","77","59","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-23","5.82","0.00","0.0","0.0","75","57","14.1","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-24","10.29","0.00","0.0","0.0","75","58","21.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-25","8.28","0.00","0.0","0.0","74","61","19.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-26","10.51","0.00","0.0","0.0","74","59","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-27","11.86","0.00","0.0","0.0","74","60","25.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-28","12.30","0.00","0.0","0.0","74","59","30.0","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-29","10.07","0.00","0.0","0.0","71","60","25.1","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-30","15.88","0.00","0.0","0.0","80","63","29.1","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-08-31","12.30","0.00","0.0","0.0","75","62","25.9","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-01","10.29","0.00","0.0","0.0","83","60","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-02","10.96","0.00","0.0","0.0","74","60","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-03","8.50","0.00","0.0","0.0","76","60","21.0",,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-04","6.93","0.00","0.0","0.0","76","60","17.0","19.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-05","7.83","0.00","0.0","0.0","75","60","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-06","9.40","0.00","0.0","0.0","72","59","21.0","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-07","11.86","0.00","0.0","0.0","71","57","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-08","12.30","0.00","0.0","0.0","68","58","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-09","10.74","0.00","0.0","0.0","71","59","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-10","8.72","0.00","0.0","0.0","82","56","23.9","29.1","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-11","11.63","0.00","0.0","0.0","79","59","28.0","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-12","12.97","0.00","0.0","0.0","75","58","29.1","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-13","12.75","0.00","0.0","0.0","75","60","25.9","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-14","12.30","0.00","0.0","0.0","74","59","21.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-15","11.86","0.00","0.0","0.0","78","62","21.0","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-16","9.62","0.00","0.0","0.0","81","62","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-17","10.07","0.00","0.0","0.0","82","62","25.1","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-18","6.93","0.01","0.0","0.0","80","64","18.1","21.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-19","10.74","0.00","0.0","0.0","74","63","21.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-20","8.28","0.00","0.0","0.0","77","64","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-21","8.95","0.00","0.0","0.0","72","65","19.9","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-22","12.97","0.00","0.0","0.0","78","65","25.9","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-23","10.74","0.00","0.0","0.0","77","65","23.0","25.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-24","8.95","0.00","0.0","0.0","80","64","21.0","25.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-25","6.26","0.41","0.0","0.0","74","61","17.0","25.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-26","12.53","0.00","0.0","0.0","74","62","28.0","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-27","12.75","0.00","0.0","0.0","73","63","25.9","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-28","7.83","0.00","0.0","0.0","76","61","18.1","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-29","12.08","0.00","0.0","0.0","71","60","23.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-09-30","11.41","0.00","0.0","0.0","75","62","21.9","23.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-01","5.59","0.00","0.0","0.0","86","60","21.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-02","2.46","0.00","0.0","0.0","91","61","15.0","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-03","5.37","0.00","0.0","0.0","95","66","21.0","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-04","6.71","0.00","0.0","0.0","92","64","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-05","9.17","0.00","0.0","0.0","87","60","28.0","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-06","10.96","0.00","0.0","0.0","83","58","21.0","25.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-07","13.42","0.00","0.0","0.0","73","59","28.0","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-08","11.18","0.00","0.0","0.0","78","58","28.0","33.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-09","12.53","0.00","0.0","0.0","68","59","23.0","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-10","12.75","0.00","0.0","0.0","69","59","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-11","7.83","0.00","0.0","0.0","76","59","25.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-12","4.03","0.00","0.0","0.0","91","59","17.0","19.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-13","4.70","0.00","0.0","0.0","88","63","15.0","18.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-14","12.08","0.00","0.0","0.0","74","63","30.0","38.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-15","9.84","0.00","0.0","0.0","76","62","25.1","30.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-16","5.37","0.00","0.0","0.0","73","58","15.0","18.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-17","5.82","0.00","0.0","0.0","77","57","17.0","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-18","6.04","0.00","0.0","0.0","79","65","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-19","7.61","0.00","0.0","0.0","74","61","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-20","7.61","0.03","0.0","0.0","72","62","18.1","21.9","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-21","9.40","0.00","0.0","0.0","72","56","23.0","25.9",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-22","6.26","0.00","0.0","0.0","74","57","18.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-23","5.82","0.00","0.0","0.0","74","63","14.1","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-24","8.05","0.00","0.0","0.0","73","60","23.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-25","10.51","0.10","0.0","0.0","73","63","25.9","32.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-26","10.51","0.00","0.0","0.0","70","58","23.0","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-27","8.95","0.00","0.0","0.0","70","56","21.0","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-28","7.83","0.00","0.0","0.0","71","55","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-29","3.36","0.00","0.0","0.0","80","61","14.1","15.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-30","5.82","0.00","0.0","0.0","74","60","18.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-10-31","7.61","0.18","0.0","0.0","64","58","18.1","21.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-01","10.29","0.00","0.0","0.0","65","55","25.1","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-02","5.82","0.00","0.0","0.0","66","49","21.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-03","6.49","0.00","0.0","0.0","69","50","21.0","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-04","3.58","0.00","0.0","0.0","72","50","16.1","19.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-05","2.01","0.00","0.0","0.0","76","54","12.1","14.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-06","9.40","0.00","0.0","0.0","74","56","23.0","28.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-07","6.26","0.00","0.0","0.0","70","54","21.0","23.9","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-08","2.91","0.00","0.0","0.0","75","54","18.1","21.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-09","8.50","0.00","0.0","0.0","69","53","23.9","28.0","    1","    1",,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-10","4.92","0.00","0.0","0.0","68","53","15.0","18.1","    1","    1",,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-11","6.71","0.00","0.0","0.0","67","54","17.0","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-12","4.92","0.15","0.0","0.0","67","57","15.0","18.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-13","9.17","0.25","0.0","0.0","67","56","15.0","31.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-14","9.62","0.00","0.0","0.0","66","56","18.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-15","9.17","0.00","0.0","0.0","66","54","18.1","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-16","8.50","0.00","0.0","0.0","63","56","23.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-17","6.04","0.00","0.0","0.0","66","50","17.0","18.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-18","1.79","0.00","0.0","0.0","64","51","10.1","14.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-19","6.71","0.12","0.0","0.0","64","56","21.0","28.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-20","3.58","0.20","0.0","0.0","60","53","14.1","25.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-21","3.58","0.00","0.0","0.0","61","54","12.1","19.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-22","11.86","0.15","0.0","0.0","65","55","25.9","33.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-23","4.25","0.00","0.0","0.0","66","49","14.1","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-24","2.24","0.00","0.0","0.0","66","47","13.0","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-25","0.89","0.00","0.0","0.0","65","49","8.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-26","2.24","0.00","0.0","0.0","68","49","10.1","17.0","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-27","3.58","0.00","0.0","0.0","64","50","15.0","17.0","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-28","5.37","0.00","0.0","0.0","63","46","14.1","19.9","    1","    1",,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-29","6.71","0.08","0.0","0.0","65","57","13.0","15.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-11-30","5.82","1.04","0.0","0.0","62","53","23.0","29.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-01","4.03","0.00","0.0","0.0","64","57","16.1","18.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-02","10.07","1.59","0.0","0.0","62","56","21.9","25.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-03","10.29","1.89","0.0","0.0","66","59","32.0","38.9","    1",,"    1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-04","4.92","0.10","0.0","0.0","67","58","13.0","16.1","    1","    1",,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-05","6.04","0.14","0.0","0.0","67","58","16.1","19.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-06","4.25","0.09","0.0","0.0","67","58","12.1","15.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-07","2.24","0.00","0.0","0.0","64","54","15.0","18.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-08","2.91","0.00","0.0","0.0","68","56","10.1","12.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-09","2.46","0.00","0.0","0.0","63","57","8.9","12.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-10","10.51","0.00","0.0","0.0","65","58","23.9","32.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-11","11.63","3.43","0.0","0.0","67","51","36.9","48.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-12","3.80","0.38","0.0","0.0","58","51","10.1","13.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-13","2.46","0.00","0.0","0.0","56","48","12.1","14.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-14","6.26","0.14",,"0.0","61","49","14.1","18.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-15","12.30","1.37","0.0","0.0","63","52","29.1","33.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-16","8.72","0.84","0.0","0.0","63","50","25.9","36.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-17","6.04","0.21","0.0","0.0","60","50","19.9","23.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-18","2.91","0.02","0.0","0.0","60","52","12.1","14.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-19","5.14","0.38","0.0","0.0","59","55","14.1","21.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-20","3.13","0.02","0.0","0.0","62","56","8.9","10.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-21","10.96","0.02","0.0","0.0","63","58","23.9","29.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-22","4.03","0.00","0.0","0.0","65","54","17.0","19.9","    1","    1",,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-23","3.58","0.00","0.0","0.0","68","51","15.0","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-24","12.30","0.04",,"0.0","62","48","33.1","42.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-25","12.53","0.00","0.0","0.0","58","46","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-26","11.41","0.00","0.0","0.0","59","44","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-27","3.58","0.00","0.0","0.0","56","42","14.1","15.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-28","4.03","0.00","0.0","0.0","57","43","13.0","16.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-29","9.40","0.00","0.0","0.0","55","44","25.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-30","24.38","0.00","0.0","0.0","55","47","42.9","51.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2014-12-31","10.96","0.00","0.0","0.0","58","41","35.1","42.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-01","8.50","0.00","0.0","0.0","55","40","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-02","1.57","0.00","0.0","0.0","52","38","6.9","23.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-03","1.57","0.00","0.0","0.0","54","38","6.9","15.0","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-04","2.01","0.00","0.0","0.0","55","41","14.1","23.9","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-05","2.46","0.00","0.0","0.0","59","43","6.9","10.1","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-06","2.01","0.00","0.0","0.0","60","44","8.1","12.1","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-07","2.01","0.00","0.0","0.0","60","45","6.9","10.1","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-08","0.89","0.00","0.0","0.0","60","49","6.9","8.1","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-09","3.58","0.00","0.0","0.0","63","51","13.0","16.1","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-10","5.14","0.00","0.0","0.0","61","49","15.0","17.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-11","4.03","0.00","0.0","0.0","56","47","19.9","28.0","    1","    1",,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-12","4.25","0.00","0.0","0.0","62","47","18.1","21.9","    1","    1",,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2015-01-13","1.12","0.00","0.0","0.0","64","46","8.1","8.9","    1","    1",,,,,,,,,,
